Yelp Category,LOD Resource name,LOD Resource URL
Polish,Polish_cuisine,http://dbpedia.org/resource/Polish_cuisine
Pool & Hot Tub Service,Swimming_pool,http://dbpedia.org/resource/Swimming_pool
Popcorn Shops,Popcorn,http://dbpedia.org/resource/Popcorn
Portuguese,Portuguese_cuisine,http://dbpedia.org/resource/Portuguese_cuisine
Post Offices,Post_office,http://dbpedia.org/resource/Post_office
Poutineries,Poutine,http://dbpedia.org/resource/Poutine
Preschools,Preschool,http://dbpedia.org/resource/Preschool
Pretzels,Pretzel,http://dbpedia.org/resource/Pretzel
Print Media,Printing,http://dbpedia.org/resource/Printing
Printing Services,Printing,http://dbpedia.org/resource/Printing
Professional Services,Professional_services,http://dbpedia.org/resource/Professional_services
Professional Sports Teams,Professional_sports,http://dbpedia.org/resource/Professional_sports
Professional Sports Teams,Team_sport,http://dbpedia.org/resource/Team_sport
Property Management,Property_manager,http://dbpedia.org/resource/Property_manager
Public Services & Government,Government,http://dbpedia.org/resource/Government
Public Services & Government,Public_service,http://dbpedia.org/resource/Public_service
Public Transportation,Public_transport,http://dbpedia.org/resource/Public_transport
Pubs,Pub,http://dbpedia.org/resource/Pub
Ramen,Ramen,http://dbpedia.org/resource/Ramen
Real Estate,Real_estate,http://dbpedia.org/resource/Real_estate
Real Estate Services,Real_estate,http://dbpedia.org/resource/Real_estate
Recreation Centers,Recreation,http://dbpedia.org/resource/Recreation
Reflexology,Reflexology,http://dbpedia.org/resource/Reflexology
Reiki,Reiki,http://dbpedia.org/resource/Reiki
Religious Organizations,Religious_organization,http://dbpedia.org/resource/Religious_organization
Resorts,Resort,http://dbpedia.org/resource/Resort
Restaurants,Restaurant,http://dbpedia.org/resource/Restaurant
Rock Climbing,Rock_climbing,http://dbpedia.org/resource/Rock_climbing
Roofing,Roofer,http://dbpedia.org/resource/Roofer
Russian,Russian_cuisine,http://dbpedia.org/resource/Russian_cuisine
RV Parks,RV_park,http://dbpedia.org/resource/RV_park
RV Repair,"Maintenance,_repair,_and_operations","http://dbpedia.org/resource/Maintenance,_repair,_and_operations"
Salad,Salad,http://dbpedia.org/resource/Salad
Sandwiches,Sandwich,http://dbpedia.org/resource/Sandwich
Saunas,Sauna,http://dbpedia.org/resource/Sauna
Scandinavian,Cuisine,http://dbpedia.org/resource/Cuisine
Seafood,Seafood,http://dbpedia.org/resource/Seafood
Seafood Markets,Fish_market,http://dbpedia.org/resource/Fish_market
Security Systems,Home_security,http://dbpedia.org/resource/Home_security
Self Storage,Self_storage,http://dbpedia.org/resource/Self_storage
Shared Office Spaces,Coworking,http://dbpedia.org/resource/Coworking
Shaved Ice,Shave_ice,http://dbpedia.org/resource/Shave_ice
Shipping Centers,Distribution_center,http://dbpedia.org/resource/Distribution_center
Shoe Repair,"Maintenance,_repair,_and_operations","http://dbpedia.org/resource/Maintenance,_repair,_and_operations"
Shoe Repair,Shoe,http://dbpedia.org/resource/Shoe
Shoe Stores,Shoe_store,http://dbpedia.org/resource/Shoe_store
Shopping,Shopping,http://dbpedia.org/resource/Shopping
Shopping Centers,Shopping_mall,http://dbpedia.org/resource/Shopping_mall
Skating Rinks,Ice_rink,http://dbpedia.org/resource/Ice_rink
Skin Care,Skin_care,http://dbpedia.org/resource/Skin_care
Skydiving,Parachuting,http://dbpedia.org/resource/Parachuting
Smog Check Stations,Vehicle_emissions_control,http://dbpedia.org/resource/Vehicle_emissions_control
Soccer,Association_football,http://dbpedia.org/resource/Association_football
Soul Food,Soul_food,http://dbpedia.org/resource/Soul_food
Soup,Soup,http://dbpedia.org/resource/Soup
Southern,Cuisine_of_the_Southern_United_States,http://dbpedia.org/resource/Cuisine_of_the_Southern_United_States
Souvenir Shops,Gift_shop,http://dbpedia.org/resource/Gift_shop
Spanish,Spanish_cuisine,http://dbpedia.org/resource/Spanish_cuisine
Specialty Food,Specialty_foods,http://dbpedia.org/resource/Specialty_foods
Specialty Schools,Magnet_school,http://dbpedia.org/resource/Magnet_school
Sporting Goods,Sports_equipment,http://dbpedia.org/resource/Sports_equipment
Sports Bars,Bar,http://dbpedia.org/resource/Bar
Sports Bars,Sport,http://dbpedia.org/resource/Sport
Sports Clubs,Sports_club,http://dbpedia.org/resource/Sports_club
Sports Medicine,Sports_medicine,http://dbpedia.org/resource/Sports_medicine
Sports Wear,Sportswear_(activewear),http://dbpedia.org/resource/Sportswear_(activewear)
Spray Tanning,Sunless_tanning,http://dbpedia.org/resource/Sunless_tanning
Stadiums & Arenas,Arena,http://dbpedia.org/resource/Arena
Stadiums & Arenas,Stadium,http://dbpedia.org/resource/Stadium
Steakhouses,Steakhouse,http://dbpedia.org/resource/Steakhouse
Street Vendors,Street_food,http://dbpedia.org/resource/Street_food
Summer Camps,Summer_camp,http://dbpedia.org/resource/Summer_camp
Sushi Bars,Bar,http://dbpedia.org/resource/Bar
Sushi Bars,Sushi,http://dbpedia.org/resource/Sushi
Swimming Lessons/Schools,Swimming_lessons,http://dbpedia.org/resource/Swimming_lessons
Swimming Pools,Swimming_pool,http://dbpedia.org/resource/Swimming_pool
Szechuan,Sichuan_cuisine,http://dbpedia.org/resource/Sichuan_cuisine
Taiwanese,Taiwanese_cuisine,http://dbpedia.org/resource/Taiwanese_cuisine
Tanning,Sunless_tanning,http://dbpedia.org/resource/Sunless_tanning
Tapas Bars,Bar,http://dbpedia.org/resource/Bar
Tapas Bars,Tapas,http://dbpedia.org/resource/Tapas
Tapas/Small Plates,Small_plates,http://dbpedia.org/resource/Small_plates
Tapas/Small Plates,Tapas,http://dbpedia.org/resource/Tapas
Tattoo,Tattoo,http://dbpedia.org/resource/Tattoo
Tax Services,Tax_preparation,http://dbpedia.org/resource/Tax_preparation
Taxis,Taxicab,http://dbpedia.org/resource/Taxicab
Tea Rooms,Tea_house,http://dbpedia.org/resource/Tea_house
Teeth Whitening,Tooth_whitening,http://dbpedia.org/resource/Tooth_whitening
Television Service Providers,Cable_television,http://dbpedia.org/resource/Cable_television
Teppanyaki,Teppanyaki,http://dbpedia.org/resource/Teppanyaki
Tex-Mex,Tex_Mex,http://dbpedia.org/resource/Tex_Mex
Thai,Thai_cuisine,http://dbpedia.org/resource/Thai_cuisine
Threading Services,Threading_(epilation),http://dbpedia.org/resource/Threading_(epilation)
Thrift Stores,Charity_shop,http://dbpedia.org/resource/Charity_shop
Ticket Sales,Ticket_resale,http://dbpedia.org/resource/Ticket_resale
Tires,Tire,http://dbpedia.org/resource/Tire
Tobacco Shops,Tobacconist,http://dbpedia.org/resource/Tobacconist
Tours,Tour_operator,http://dbpedia.org/resource/Tour_operator
Towing,Towing,http://dbpedia.org/resource/Towing
Toy Stores,Toy_store,http://dbpedia.org/resource/Toy_store
Train Stations,Train_station,http://dbpedia.org/resource/Train_station
Trainers,Personal_trainer,http://dbpedia.org/resource/Personal_trainer
Trains,Train,http://dbpedia.org/resource/Train
Transmission Repair,"Maintenance,_repair,_and_operations","http://dbpedia.org/resource/Maintenance,_repair,_and_operations"
Transmission Repair,Transmission_(mechanics),http://dbpedia.org/resource/Transmission_(mechanics)
Transportation,Transport,http://dbpedia.org/resource/Transport
Travel Services,Travel,http://dbpedia.org/resource/Travel
Tree Services,Arborist,http://dbpedia.org/resource/Arborist
Truck Rental,Renting,http://dbpedia.org/resource/Renting
Truck Rental,Truck,http://dbpedia.org/resource/Truck
Tuscan,Cuisine,http://dbpedia.org/resource/Cuisine
Tuscan,Tuscany,http://dbpedia.org/resource/Tuscany
Urgent Care,Urgent_care,http://dbpedia.org/resource/Urgent_care
"Used, Vintage & Consignment",Consignment,http://dbpedia.org/resource/Consignment
"Used, Vintage & Consignment",Used_good,http://dbpedia.org/resource/Used_good
"Used, Vintage & Consignment",Vintage_clothing,http://dbpedia.org/resource/Vintage_clothing
Vacation Rentals,Vacation_rental,http://dbpedia.org/resource/Vacation_rental
Vegan,Veganism,http://dbpedia.org/resource/Veganism
Vegetarian,Vegetarianism,http://dbpedia.org/resource/Vegetarianism
Venezuelan,Venezuelan_cuisine,http://dbpedia.org/resource/Venezuelan_cuisine
Venues & Event Spaces,Event_management,http://dbpedia.org/resource/Event_management
Veterinarians,Veterinary_physician,http://dbpedia.org/resource/Veterinary_physician
Videos & Video Game Rental,Video_rental_shop,http://dbpedia.org/resource/Video_rental_shop
Vietnamese,Vietnamese_cuisine,http://dbpedia.org/resource/Vietnamese_cuisine
Vinyl Records,Gramophone_record,http://dbpedia.org/resource/Gramophone_record
Waffles,Waffle,http://dbpedia.org/resource/Waffle
Watch Repair,Watchmaker,http://dbpedia.org/resource/Watchmaker
Watches,Watch,http://dbpedia.org/resource/Watch
Water Heater Installation/Repair,"Maintenance,_repair,_and_operations","http://dbpedia.org/resource/Maintenance,_repair,_and_operations"
Waxing,Waxing,http://dbpedia.org/resource/Waxing
Web Design,Web_design,http://dbpedia.org/resource/Web_design
Wedding Chapels,Wedding_chapel,http://dbpedia.org/resource/Wedding_chapel
Wedding Planning,Wedding_planner,http://dbpedia.org/resource/Wedding_planner
Weight Loss Centers,Weight_loss,http://dbpedia.org/resource/Weight_loss
Wheel & Rim Repair,"Maintenance,_repair,_and_operations","http://dbpedia.org/resource/Maintenance,_repair,_and_operations"
Wheel & Rim Repair,Rim_(wheel),http://dbpedia.org/resource/Rim_(wheel)
Wheel & Rim Repair,Wheel,http://dbpedia.org/resource/Wheel
Whiskey Bars,Bar,http://dbpedia.org/resource/Bar
Whiskey Bars,Whisky,http://dbpedia.org/resource/Whisky
Wholesale Stores,Wholesale,http://dbpedia.org/resource/Wholesale
Wigs,Wig,http://dbpedia.org/resource/Wig
Window Washing,Window_cleaner,http://dbpedia.org/resource/Window_cleaner
Windshield Installation & Repair,"Maintenance,_repair,_and_operations","http://dbpedia.org/resource/Maintenance,_repair,_and_operations"
Windshield Installation & Repair,Windshield,http://dbpedia.org/resource/Windshield
Wine Bars,Wine_bar,http://dbpedia.org/resource/Wine_bar
Wineries,Winery,http://dbpedia.org/resource/Winery
"Women""s Clothing",Clothing,http://dbpedia.org/resource/Clothing
"Women""s Clothing",Woman,http://dbpedia.org/resource/Woman
Yoga,Yoga,http://dbpedia.org/resource/Yoga
Zoos,Zoo,http://dbpedia.org/resource/Zoo
